id,nombre,precio_unidad,precio_bulk,formato,categoria,seccion
17327.0,Salsa Yogur Hacendado,1.2,3.87,,Otras salsas,"Aceite, especias y salsas"
60988.0,Bechamel Hacendado,2.35,3.92,,Otras salsas,"Aceite, especias y salsas"
16827.0,Salsa Mexicana Hacendado,1.25,4.17,,Otras salsas,"Aceite, especias y salsas"
17386.0,Salsa Ranch Hacendado,1.4,5.6,,Otras salsas,"Aceite, especias y salsas"
17366.0,Salsa César Hacendado,1.4,4.52,,Otras salsas,"Aceite, especias y salsas"
17265.0,Aliño de aceite con perejil y ajo Hacendado,1.8,12.0,,Otras salsas,"Aceite, especias y salsas"
52467.0,Salsa Miel y Mostaza Hacendado,1.45,4.26,,Otras salsas,"Aceite, especias y salsas"
17259.0,Salsa de Trufa,3.1,38.75,,Otras salsas,"Aceite, especias y salsas"
17348.0,Salsa Gajo Rústica Hacendado,1.35,5.4,,Otras salsas,"Aceite, especias y salsas"
35344.0,Salsa de Queso Hacendado,1.65,5.89,,Otras salsas,"Aceite, especias y salsas"
23137.0,Chili con carne Hacendado,2.8,6.67,,Otras salsas,"Aceite, especias y salsas"
11552.0,Salsa Cocktail Hacendado,1.5,3.06,,Otras salsas,"Aceite, especias y salsas"
34157.0,Carne de pimiento choricero Hacendado,1.55,11.07,,Otras salsas,"Aceite, especias y salsas"
17441.0,Pasta de sésamo Tahini Hacendado,2.95,14.75,,Otras salsas,"Aceite, especias y salsas"
28035.0,Agua mineral grande Bronchales,1.3,0.22,,Agua sin gas,Agua y refrescos
23448.0,Agua mineral grande Bronchales,2.34,0.26,,Agua sin gas,Agua y refrescos
23449.0,Agua mineral grande Bronchales,0.39,0.26,,Agua sin gas,Agua y refrescos
28491.0,Agua mineral mediana Bronchales,3.0,0.5,,Agua sin gas,Agua y refrescos
28499.0,Agua mineral mediana Bronchales,0.5,0.5,,Agua sin gas,Agua y refrescos
27061.0,Agua mineral pequeña Bronchales,1.74,0.58,,Agua sin gas,Agua y refrescos
27054.0,Agua mineral pequeña Bronchales,0.29,0.58,,Agua sin gas,Agua y refrescos
28566.0,Agua mineral pequeña Bronchales tapón infantil,2.4,1.21,,Agua sin gas,Agua y refrescos
28567.0,Agua mineral pequeña Bronchales tapón infantil,0.4,1.21,,Agua sin gas,Agua y refrescos
28060.0,Agua mineral grande Cortes,0.95,0.12,,Agua sin gas,Agua y refrescos
27088.0,Agua mineral grande Cortes,0.82,0.14,,Agua sin gas,Agua y refrescos
28269.0,Agua mineral grande Cortes,1.62,0.18,,Agua sin gas,Agua y refrescos
28270.0,Agua mineral grande Cortes,0.27,0.18,,Agua sin gas,Agua y refrescos
28163.0,Agua mineral mediana Cortes,2.4,0.4,,Agua sin gas,Agua y refrescos
28164.0,Agua mineral mediana Cortes,0.4,0.4,,Agua sin gas,Agua y refrescos
27076.0,Agua mineral pequeña Cortes,1.56,0.52,,Agua sin gas,Agua y refrescos
27078.0,Agua mineral pequeña Cortes,0.26,0.52,,Agua sin gas,Agua y refrescos
28288.0,Agua mineral pequeña Cortes tapón infantil,1.68,0.85,,Agua sin gas,Agua y refrescos
28296.0,Agua mineral pequeña Cortes tapón infantil,0.28,0.85,,Agua sin gas,Agua y refrescos
27314.0,Agua mineral grande Bezoya,4.5,0.5,,Agua sin gas,Agua y refrescos
27230.0,Agua mineral grande Bezoya,0.75,0.5,,Agua sin gas,Agua y refrescos
27099.0,Agua mineral grande Nestlé Aquarel,3.84,0.43,,Agua sin gas,Agua y refrescos
27232.0,Agua mineral grande Nestlé Aquarel,0.64,0.43,,Agua sin gas,Agua y refrescos
27350.0,Agua mineral grande Font Vella,4.32,0.48,,Agua sin gas,Agua y refrescos
27204.0,Agua mineral grande Font Vella,0.75,0.5,,Agua sin gas,Agua y refrescos
27327.0,Agua mineral grande Solán de Cabras,5.34,0.59,,Agua sin gas,Agua y refrescos
27356.0,Agua mineral grande Solán de Cabras,0.89,0.59,,Agua sin gas,Agua y refrescos
27291.0,Agua mineral grande Lanjarón,4.2,0.47,,Agua sin gas,Agua y refrescos
27216.0,Agua mineral grande Lanjarón,0.73,0.49,,Agua sin gas,Agua y refrescos
28198.0,Agua de coco Hacendado 100% natural,2.6,2.6,,Agua sin gas,Agua y refrescos
27213.0,Agua mineral con gas grande Vichy Catalan,1.55,1.55,,Agua con gas,Agua y refrescos
28185.0,Agua mineral con gas pequeña Vichy Catalan,6.15,3.42,,Agua con gas,Agua y refrescos
27366.0,Agua mineral con gas grande Cortes,2.7,0.3,,Agua con gas,Agua y refrescos
27367.0,Agua mineral con gas grande Cortes,0.45,0.3,,Agua con gas,Agua y refrescos
27368.0,Agua mineral con gas pequeña Cortes,1.74,0.58,,Agua con gas,Agua y refrescos
27369.0,Agua mineral con gas pequeña Cortes,0.29,0.58,,Agua con gas,Agua y refrescos
27894.0,Agua mineral con gas grande San Pellegrino,8.34,1.39,,Agua con gas,Agua y refrescos
27893.0,Agua mineral con gas grande San Pellegrino,1.39,1.39,,Agua con gas,Agua y refrescos
27203.0,Agua de soda con sifón La Casa,1.6,1.07,,Agua con gas,Agua y refrescos
27598.0,Agua mineral con gas grande Fonter,6.84,1.14,,Agua con gas,Agua y refrescos
27597.0,Agua mineral con gas grande Fonter,1.14,1.14,,Agua con gas,Agua y refrescos
27973.0,Gaseosa Hacendado grande,0.55,0.37,,Gaseosa,Agua y refrescos
27972.0,Gaseosa Hacendado pequeña,2.04,0.68,,Gaseosa,Agua y refrescos
27971.0,Gaseosa Hacendado pequeña,0.34,0.68,,Gaseosa,Agua y refrescos
27733.0,Gaseosa La Casera grande,2.55,0.85,,Gaseosa,Agua y refrescos
27735.0,Gaseosa La Casera grande,1.29,0.86,,Gaseosa,Agua y refrescos
29608.0,Bebida isotónica limón Aquarius,2.1,1.4,,Isotónico,Agua y refrescos
29605.0,Bebida isotónica limón Aquarius,7.44,2.82,,Isotónico,Agua y refrescos
29625.0,Bebida isotónica limón Aquarius,0.99,3.0,,Isotónico,Agua y refrescos
28576.0,Bebida isotónica sabor cítrico Iso drink,1.0,0.67,,Isotónico,Agua y refrescos
29609.0,Bebida isotónica naranja Aquarius,2.1,1.4,,Isotónico,Agua y refrescos
29604.0,Bebida isotónica naranja Aquarius,7.44,2.82,,Isotónico,Agua y refrescos
29624.0,Bebida isotónica naranja Aquarius,0.99,3.0,,Isotónico,Agua y refrescos
29612.0,Bebida isotónica limón Aquarius zero azúcar,2.1,1.4,,Isotónico,Agua y refrescos
28688.0,Bebida isotónica de naranja Iso drink,1.0,0.67,,Isotónico,Agua y refrescos
29410.0,Bebida isotónica Iso On blue Hacendado,1.55,1.03,,Isotónico,Agua y refrescos
29080.0,Bebida isotónica Iso On blue Hacendado,0.7,1.4,,Isotónico,Agua y refrescos
11509.0,Bebida isotónica sabor cítrico Iso drink zero,1.0,0.67,,Isotónico,Agua y refrescos
15333.0,Bebida isotónica de naranja Iso drink,2.7,1.36,,Isotónico,Agua y refrescos
15339.0,Bebida isotónica de naranja Iso drink,0.45,1.36,,Isotónico,Agua y refrescos
15331.0,Bebida isotónica sabor cítrico Iso drink,2.7,1.36,,Isotónico,Agua y refrescos
15332.0,Bebida isotónica sabor cítrico Iso drink,0.45,1.36,,Isotónico,Agua y refrescos
5564.0,Bebida energética Energy Drink Zero Hacendado,2.4,1.6,,Energético,Agua y refrescos
27944.0,Bebida energética Zero Hacendado,0.4,1.6,,Energético,Agua y refrescos
28670.0,Bebida energética Energy Ultra zero Monster,6.68,3.34,,Energético,Agua y refrescos
28119.0,Bebida energética Energy Ultra zero Monster,1.79,3.58,,Energético,Agua y refrescos
28664.0,Bebida energética energy Monster,6.68,3.34,,Energético,Agua y refrescos
28016.0,Bebida energética Energy Monster,1.79,3.58,,Energético,Agua y refrescos
28266.0,Bebida energética Energy Drink Hacendado,1.6,1.07,,Energético,Agua y refrescos
28263.0,Bebida energética Energy Drink Hacendado,2.4,1.6,,Energético,Agua y refrescos
28264.0,Bebida energética Energy Drink Hacendado,0.4,1.6,,Energético,Agua y refrescos
8870.0,Bebida energética Red Bull,7.92,5.28,,Energético,Agua y refrescos
27905.0,Bebida energética Red Bull,1.59,6.36,,Energético,Agua y refrescos
29365.0,Bebida energética original Burn,3.32,1.66,,Energético,Agua y refrescos
27913.0,Bebida energética original Burn,1.0,2.0,,Energético,Agua y refrescos
28116.0,Gel energético con cafeína Enervit Sport sabor cítricos,3.75,40.76,,Energético,Agua y refrescos
13815.0,Bebida energética Mango Loco Monster,6.68,3.34,,Energético,Agua y refrescos
13814.0,Bebida energética Mango Loco Monster,1.79,3.58,,Energético,Agua y refrescos
15318.0,Bebida energética Furious Energy drink Hacendado,0.5,2.0,,Energético,Agua y refrescos
52920.0,Malta Maltín Polar,6.5,4.33,,Energético,Agua y refrescos
52921.0,Malta Maltín Polar,1.15,4.6,,Energético,Agua y refrescos
60603.0,Bebida energética Zero Furious Hacendado Energy drink,1.0,2.0,,Energético,Agua y refrescos
12854.0,Bebida energética Zero Katrine Energy drink Hacendado,1.0,2.0,,Energético,Agua y refrescos
13976.0,Bebida energética Zero Full Tropic Energy drink,1.0,2.0,,Energético,Agua y refrescos
15311.0,Bebida energética Zero Berries Energy drink,1.0,2.0,,Energético,Agua y refrescos
27348.0,Refresco Coca-Cola,3.8,0.95,,Cola clásica,Agua y refrescos
27342.0,Refresco Coca-Cola,2.15,1.08,,Cola clásica,Agua y refrescos
9886.0,Refresco Coca-Cola,3.0,1.2,,Cola clásica,Agua y refrescos
28181.0,Refresco Coca-Cola,1.55,1.24,,Cola clásica,Agua y refrescos
28113.0,Refresco Coca-Cola,5.6,2.8,,Cola clásica,Agua y refrescos
29360.0,Refresco Coca-Cola,1.5,3.0,,Cola clásica,Agua y refrescos
27321.0,Refresco Coca-Cola,11.16,2.82,,Cola clásica,Agua y refrescos
27326.0,Refresco Coca-Cola,0.95,2.88,,Cola clásica,Agua y refrescos
29072.0,Refresco cola Hacendado,0.8,0.4,,Cola clásica,Agua y refrescos
29031.0,Refresco cola Hacendado,2.1,1.06,,Cola clásica,Agua y refrescos
29032.0,Refresco cola Hacendado,0.35,1.06,,Cola clásica,Agua y refrescos
27426.0,Refresco Coca-Cola Zero azúcar,11.16,2.82,,Cola zero,Agua y refrescos
27414.0,Refresco Coca-Cola Zero azúcar,0.95,2.88,,Cola zero,Agua y refrescos
27449.0,Refresco Coca-Cola Zero azúcar,3.8,0.95,,Cola zero,Agua y refrescos
27445.0,Refresco Coca-Cola Zero azúcar,2.15,1.08,,Cola zero,Agua y refrescos
9887.0,Refresco Coca-Cola Zero azúcar,3.0,1.2,,Cola zero,Agua y refrescos
13816.0,Refresco Coca-Cola Zero azúcar,1.55,1.24,,Cola zero,Agua y refrescos
28115.0,Refresco Coca-Cola Zero azúcar,5.6,2.8,,Cola zero,Agua y refrescos
29361.0,Refresco Coca-Cola Zero azúcar,1.5,3.0,,Cola zero,Agua y refrescos
27184.0,Refresco Coca-Cola light,8.37,2.82,,Cola zero,Agua y refrescos
27406.0,Refresco Coca-Cola light,0.95,2.88,,Cola zero,Agua y refrescos
26997.0,Refresco Coca-Cola Zero Zero,11.16,2.82,,Cola zero,Agua y refrescos
27559.0,Refresco Coca-Cola Zero Zero,0.95,2.88,,Cola zero,Agua y refrescos
28180.0,Refresco Coca-Cola Zero Zero,3.8,0.95,,Cola zero,Agua y refrescos
27462.0,Refresco Coca-Cola Zero Zero,2.15,1.08,,Cola zero,Agua y refrescos
29073.0,Refresco cola Hacendado Zero azúcar,0.8,0.4,,Cola zero,Agua y refrescos
29033.0,Refresco cola Hacendado Zero azúcar,2.1,1.06,,Cola zero,Agua y refrescos
29034.0,Refresco cola Hacendado Zero azúcar,0.35,1.06,,Cola zero,Agua y refrescos
29074.0,Refresco cola Hacendado Zero azúcar Zero cafeína,0.8,0.4,,Cola zero,Agua y refrescos
29035.0,Refresco cola Hacendado Zero azúcar Zero cafeína,2.1,1.06,,Cola zero,Agua y refrescos
29036.0,Refresco cola Hacendado Zero azúcar Zero cafeína,0.35,1.06,,Cola zero,Agua y refrescos
26997.0,Refresco Coca-Cola Zero Zero,11.16,2.82,,Cola sin cafeína,Agua y refrescos
27559.0,Refresco Coca-Cola Zero Zero,0.95,2.88,,Cola sin cafeína,Agua y refrescos
28180.0,Refresco Coca-Cola Zero Zero,3.8,0.95,,Cola sin cafeína,Agua y refrescos
27462.0,Refresco Coca-Cola Zero Zero,2.15,1.08,,Cola sin cafeína,Agua y refrescos
29074.0,Refresco cola Hacendado Zero azúcar Zero cafeína,0.8,0.4,,Cola sin cafeína,Agua y refrescos
29035.0,Refresco cola Hacendado Zero azúcar Zero cafeína,2.1,1.06,,Cola sin cafeína,Agua y refrescos
29036.0,Refresco cola Hacendado Zero azúcar Zero cafeína,0.35,1.06,,Cola sin cafeína,Agua y refrescos
27610.0,Refresco Fanta limón,1.85,0.93,,Limón,Agua y refrescos
13817.0,Refresco Fanta limón,6.93,2.33,,Limón,Agua y refrescos
27602.0,Refresco Fanta limón,0.8,2.42,,Limón,Agua y refrescos
8779.0,Refresco Fanta limón zero azúcares añadidos,6.16,2.33,,Limón,Agua y refrescos
27608.0,Refresco Fanta limón zero azúcares añadidos,0.8,2.42,,Limón,Agua y refrescos
29077.0,Refresco de limón Hacendado fresh gas,0.95,0.48,,Limón,Agua y refrescos
29043.0,Refresco de limón Hacendado fresh gas,2.22,1.12,,Limón,Agua y refrescos
29044.0,Refresco de limón Hacendado fresh gas,0.37,1.12,,Limón,Agua y refrescos
29078.0,Refresco de limón Hacendado zero azúcar fresh gas,0.95,0.48,,Limón,Agua y refrescos
29045.0,Refresco de limón Hacendado zero azúcar fresh gas,2.22,1.12,,Limón,Agua y refrescos
29046.0,Refresco de limón Hacendado zero azúcar fresh gas,0.37,1.12,,Limón,Agua y refrescos
27761.0,Refresco limón Schweppes original,7.76,2.94,,Limón,Agua y refrescos
27762.0,Refresco limón Schweppes original,0.97,2.94,,Limón,Agua y refrescos
26990.0,Refresco lima limón Sprite,1.65,0.83,,Lima limón,Agua y refrescos
28176.0,Refresco lima limón Sprite,4.88,1.85,,Lima limón,Agua y refrescos
27845.0,Refresco lima limón Sprite,0.65,1.97,,Lima limón,Agua y refrescos
29079.0,Refresco lima limón Hacendado fresh gas,0.95,0.48,,Lima limón,Agua y refrescos
29047.0,Refresco lima limón Hacendado fresh gas,2.22,1.12,,Lima limón,Agua y refrescos
29048.0,Refresco lima limón Hacendado fresh gas,0.37,1.12,,Lima limón,Agua y refrescos
29064.0,Refresco lima limón Hacendado zero azúcar fresh gas,0.95,0.48,,Lima limón,Agua y refrescos
